"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"157381","SN 2024pcv","03:58:38.788","-05:48:35.55","SN Ia","0.037","","","ATLAS, GOTO, ZTF, ALeRCE","ATLAS, GOTO, ZTF","ZTF","ALeRCE, ATLAS, GOTO, ZTF","ATLAS24kuz","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-4, P48 - ZTF-Cam","P200 - DBSP","1","1","","17.704","orange-ATLAS","2024-07-08 10:06:55.872","ATLAS_Bot1","","","2024TNSTR2326....1T","2024TNSCR2978....1Q","",""
"157376","SN 2024pcq","18:36:29.549","+60:29:02.51","SN Ia","0.0785","PS1 180582791234081871 ","","SGLF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS, GOTO, SGLF","ZTF24aauuiva","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.187","g-ZTF","2024-07-09 07:48:35.000","Ismael Perez-Fournon","","","2024TNSTR2345....1P","2024TNSCR2539....1W","",""
"157374","SN 2024pco","01:57:55.700","+13:21:38.92","SN Ib-pec","0.0443","","","GOTO, ZTF, GaiaAlerts, ATLAS, Pan-STARRS, BlackGEM","GOTO, ZTF, GaiaAlerts, ATLAS, Pan-STARRS, BlackGEM","ePESSTO+, None","ATLAS, BlackGEM, GaiaAlerts, GOTO, Pan-STARRS, ZTF","GOTO24dkw","ATLAS-HKO - ATLAS-02, BG4 - BlackGEM-Cam4, Gaia - Gaia-photometric, GOTO-N - GOTO-1, ML1 - MeerLICHT-Cam, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, NOT - ALFOSC","1","1","","18.95","L-GOTO","2024-07-05 05:04:32.736","GOTO_bot","","","2024TNSTR2339....1K","2024TNSCR2424....1D, 2024TNSCR2749....1G","",""
"157366","SN 2024pcg","00:43:00.907","+01:33:26.79","SN Ia","0.07","","","GOTO, ATLAS, BlackGEM, ZTF, LAST, YSE, Pan-STARRS","GOTO, ATLAS, BlackGEM, ZTF, LAST, Pan-STARRS","ePESSTO+","ATLAS, BlackGEM, GOTO, LAST, Pan-STARRS, YSE, ZTF","GOTO24dko","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, BG2 - BlackGEM-Cam2, GOTO-N - GOTO-1, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.8","L-GOTO","2024-07-09 03:36:31.104","GOTO_bot","","","2024TNSTR2338....1K","2024TNSCR2386....1D","",""
"157053","SN 2024pbf","04:09:55.773","-01:22:25.81","SN Ia","0.0244","","","ATLAS, GOTO, ZTF, Pan-STARRS, BlackGEM","ATLAS, GOTO, ZTF, Pan-STARRS, BlackGEM","ePESSTO+","ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF","ATLAS24kuv","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","16.713","orange-ATLAS","2024-07-08 10:08:16.224","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2404....1G","",""
"157052","SN 2024pbe","02:52:50.470","-01:17:09.17","SN Ia","0.023","","","ATLAS, GOTO, GaiaAlerts, ZTF, ALeRCE, BlackGEM, MASTER, Pan-STARRS","ATLAS, GOTO, GaiaAlerts, ZTF, BlackGEM, MASTER, Pan-STARRS","DEBASS, ePESSTO+","ALeRCE, ATLAS, BlackGEM, GaiaAlerts, GOTO, MASTER, Pan-STARRS, ZTF","ATLAS24kuu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, BG4 - BlackGEM-Cam4, Gaia - Gaia-photometric, GOTO-N - GOTO-2, GOTO-S - GOTO-3, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","ANU-2.3m - WiFeS, ESO-NTT - EFOSC2-NTT","1","1","","17.785","orange-ATLAS","2024-07-08 09:31:48.576","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2385....1L, 2024TNSCR2386....1D","",""
"157050","SN 2024pbd","15:11:13.082","+46:08:52.25","SN Ia-91bg-like","0.018326","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","ZTF","ATLAS, GOTO, ZTF","ATLAS24kut","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.848","orange-ATLAS","2024-07-08 07:46:42.240","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2389....1S","",""
"157048","SN 2024pbb","22:42:42.120","-16:44:57.73","SN Ia","0.07","","","ATLAS, ALeRCE, GaiaAlerts, GOTO, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, GOTO, Pan-STARRS","ZTF, ePESSTO+","ALeRCE, ATLAS, GaiaAlerts, GOTO, Pan-STARRS","ATLAS24kuk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.137","cyan-ATLAS","2024-07-06 01:01:41.376","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2428....1F, 2024TNSCR2424....1D","",""
"157047","SN 2024pba","01:41:13.834","+49:03:48.33","SN IIn","0.0186","","","ATLAS, ZTF, GOTO, Pan-STARRS","ATLAS, ZTF, GOTO, Pan-STARRS","ZTF, UCSC","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS24kuj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST, P60 - SEDM","1","1","","18.083","orange-ATLAS","2024-07-06 14:21:27.936","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2389....1S, 2025TNSCR2900....1T","",""
"157045","SN 2024pay","21:40:16.924","-08:04:10.96","SN Ia","0.088","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","TCD","ATLAS, GOTO, ZTF","ATLAS24kuh","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","19.048","orange-ATLAS","2024-07-05 12:01:31.584","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2367....1T","",""
"157042","SN 2024pav","22:26:13.637","-50:57:48.43","SN Ia","0.05","","","ATLAS, GOTO","ATLAS, GOTO","ePESSTO+","ATLAS, GOTO","ATLAS24kue","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","18.483","cyan-ATLAS","2024-07-07 00:38:25.152","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2404....1G","",""
"157033","SN 2024pam","04:00:03.399","-36:59:44.61","SN Ia","0.06","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS24kts","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","19.007","orange-ATLAS","2024-07-07 10:03:20.736","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2452....1G","",""
"157027","SN 2024pag","02:07:01.942","-13:09:30.50","SN Ia","0.07","","","ATLAS, GOTO, Pan-STARRS","ATLAS, GOTO, Pan-STARRS","ePESSTO+","ATLAS, GOTO, Pan-STARRS","ATLAS24ktl","ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-N - GOTO-2, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.398","cyan-ATLAS","2024-07-06 03:52:24.096","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2452....1G","",""
"157026","SN 2024paf","14:21:06.984","+29:07:24.12","SN Ia","0.054154","","","ATLAS, GOTO","ATLAS, GOTO","SCAT","ATLAS, GOTO","ATLAS24ktk","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1","UH88 - SNIFS","1","1","","19.376","orange-ATLAS","2024-07-07 07:29:01.248","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2608....1H","",""
"157024","SN 2024pad","23:35:08.363","-27:44:08.12","SN Ia","0.09","","","ATLAS, GOTO","ATLAS, GOTO","SCAT","ATLAS, GOTO","ATLAS24kti","ATLAS-CHL - ATLAS-04, GOTO-N - GOTO-1, GOTO-S - GOTO-4","UH88 - SNIFS","1","1","","19.197","orange-ATLAS","2024-07-06 07:43:27.840","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2620....1S","",""
"157022","SN 2024pab","12:12:00.644","-00:46:12.30","SN Ia","0.0724","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS24ktf","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","ESO-NTT - EFOSC2-NTT","1","1","","18.71","orange-ATLAS","2024-07-05 06:36:40.608","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2452....1G","",""
"157018","SN 2024ozx","18:59:35.999","+33:18:06.77","SN Ia","0.068","","","ATLAS, GOTO","ATLAS, GOTO","SCAT","ATLAS, GOTO","ATLAS24ksn","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2","UH88 - SNIFS","1","1","","19.022","orange-ATLAS","2024-07-06 11:17:20.832","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2435....1S","",""
"157013","SN 2024ozs","15:28:44.708","+03:35:10.57","SN Ia","0.0383","","","ATLAS, ALeRCE, WFST","ATLAS, ZTF, WFST","ePESSTO+","ALeRCE, ATLAS, WFST","ATLAS24ksb","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, WFST - WFST-WFC","ESO-NTT - EFOSC2-NTT","1","1","","18.237","orange-ATLAS","2024-07-07 07:37:01.632","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2404....1G","",""
"157012","SN 2024ozr","21:06:19.635","+02:10:09.21","SN II","0.062","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ePESSTO+","ATLAS, GOTO, ZTF","ZTF24aaunxxm","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.9593","r-ZTF","2024-07-08 07:39:21.997","Fritz","","","2024TNSTR2316....1S","2024TNSCR2386....1D","",""
"157000","SN 2024ozn","22:39:00.444","+24:37:37.17","SN Ia","0.050021","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF24aauoakx","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.7532","r-ZTF","2024-07-08 07:44:53.998","Fritz","","","2024TNSTR2316....1S","2024TNSCR2388....1J","",""
"156999","SN 2024ozm","00:21:47.452","+27:12:33.62","SN Ia","0.063","","","ZTF, ATLAS, GOTO, Pan-STARRS, YSE","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, YSE, ZTF","ZTF24aauhawc","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.0069","g-ZTF","2024-07-03 10:53:15.999","Fritz","","","2024TNSTR2316....1S","2024TNSCR2428....1F","",""
"156917","SN 2024owi","22:22:48.003","+25:13:38.77","SN Ia","0.04","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO, ZTF","ZTF24aaugbew","GOTO-N - GOTO-2, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.6352","i-ZTF","2024-07-03 09:14:45.003","Fritz","","","2024TNSTR2316....1S","2024TNSCR2623....1S","",""
"156756","SN 2024oqd","01:19:02.078","-17:03:27.20","SN II","0.02","","","ATLAS, GOTO, Pan-STARRS, ZTF, BlackGEM","ATLAS, GOTO, Pan-STARRS, ZTF, BlackGEM","ePESSTO+","ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF","ATLAS24krc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.757","orange-ATLAS","2024-07-07 08:27:09.216","ATLAS_Bot1","","","2024TNSTR2284....1T","2024TNSCR2386....1D","",""
"156751","SN 2024opz","16:10:15.186","+01:03:03.53","SN II","0.0278","","","GOTO, ZTF, ATLAS, BlackGEM, Pan-STARRS","GOTO, ZTF, ATLAS, BlackGEM, Pan-STARRS","ePESSTO+","ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF","GOTO24djy","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.77","L-GOTO","2024-07-07 23:52:54.048","GOTO_bot","","","2024TNSTR2310....1K","2024TNSCR2404....1G","",""
"156348","SN 2024oam","00:11:09.740","+18:16:57.48","SN Ia","0.11","","","YSE","Pan-STARRS","UCSC","Pan-STARRS, YSE","PS24fvy","PS1 - GPC1","Keck1 - LRIS","1","1","","20.56","g-P1","2024-07-02 14:25:31.584","YSE_Bot1","","","2024TNSTR2277....1J","2024TNSCR2572....1D","",""
"156341","SN 2024oaf","20:28:51.740","+01:38:51.00","SN IIn","0.054","","","ATLAS, GaiaAlerts, GOTO, ZTF","ATLAS, GaiaAlerts, GOTO, ZTF","SCAT","ATLAS, GaiaAlerts, GOTO, ZTF","ATLAS24jzp","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.467","orange-ATLAS","2024-06-30 05:55:50.304","ATLAS_Bot1","","","2024TNSTR2271....1T","2024TNSCR2426....1H","",""
"156334","SN 2024nzy","23:55:44.476","-05:28:23.57","SN Ia","0.09","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","ePESSTO+","ATLAS, Pan-STARRS","ATLAS24kae","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.841","orange-ATLAS","2024-06-30 08:42:06.048","ATLAS_Bot1","","","2024TNSTR2271....1T","2024TNSCR2452....1G","",""
"156320","SN 2024nzk","01:29:03.958","-10:32:35.96","SN Ia","0.12","","","GOTO, Pan-STARRS","GOTO, Pan-STARRS","ePESSTO+","GOTO, Pan-STARRS","GOTO24djx","GOTO-N - GOTO-1, GOTO-N - GOTO-2, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.05","L-GOTO","2024-07-06 04:58:21.216","GOTO_bot","","","2024TNSTR2274....1K","2024TNSCR2424....1D","",""
"156318","SN 2024nzi","16:37:15.754","+29:09:05.16","SN Ia","0.06","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ePESSTO+","ATLAS, GOTO, ZTF","ZTF24aaumhmm","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","20.675","g-ZTF","2024-07-03 06:55:10.001","Fritz","","","2024TNSTR2279....1S","2024TNSCR2404....1G","",""
"156316","SN 2024nzg","15:56:22.839","+21:35:13.28","SN Ia","0.1","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ePESSTO+","ATLAS, GOTO, ZTF","ZTF24aaumgko","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","20.625","r-ZTF","2024-06-30 06:11:09.003","Fritz","","","2024TNSTR2279....1S","2024TNSCR2424....1D","",""
"156315","SN 2024nzf","16:39:53.018","+29:47:14.11","SN Ia","0.12","","","ZTF, ATLAS","ZTF, ATLAS","ePESSTO+","ATLAS, ZTF","ZTF24aauerna","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","20.6335","g-ZTF","2024-06-30 04:39:44.003","Fritz","","","2024TNSTR2279....1S","2024TNSCR2424....1D","",""
"156276","SN 2024nxs","22:02:50.638","+22:37:07.63","SN Ia","0.087","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","ZTF","ATLAS, GOTO, ZTF","ATLAS24kqw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.337","orange-ATLAS","2024-07-06 11:52:22.080","ATLAS_Bot1","","","2024TNSTR2260....1T","2024TNSCR2497....1F","",""
"156263","SN 2024nxg","17:09:49.166","+32:17:53.04","SN Ia","0.063111","","","GOTO, ATLAS, ZTF, Pan-STARRS","GOTO, ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO24djl","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.52","L-GOTO","2024-07-03 22:58:54.048","GOTO_bot","","","2024TNSTR2262....1K","2024TNSCR2350....1H","",""
"156254","SN 2024nwx","22:04:02.906","-56:00:28.62","SN Ia","0.04435","","","ATLAS, GOTO","ATLAS, GOTO","DEBASS","ATLAS, GOTO","ATLAS24kqk","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ANU-2.3m - WiFeS","1","1","","18.78","orange-ATLAS","2024-07-05 06:53:06.432","ATLAS_Bot1","","","2024TNSTR2248....1T","2024TNSCR2385....1L","",""
"156251","SN 2024nwu","01:09:24.690","-66:15:38.92","SN Ia","0.0242","","","ATLAS, GOTO, GaiaAlerts","ATLAS, GOTO, GaiaAlerts","DEBASS, ePESSTO+","ATLAS, GaiaAlerts, GOTO","ATLAS24kpz","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","ANU-2.3m - WiFeS, ESO-NTT - EFOSC2-NTT","1","1","","17.509","orange-ATLAS","2024-07-05 07:06:15.264","ATLAS_Bot1","","","2024TNSTR2248....1T","2024TNSCR2385....1L, 2024TNSCR2386....1D","",""
"156247","SN 2024nwq","00:16:10.130","-53:16:53.69","SN Ia","0.09","","","ATLAS, GaiaAlerts, GOTO","ATLAS, GaiaAlerts, GOTO","ePESSTO+","ATLAS, GaiaAlerts, GOTO","ATLAS24kpx","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","18.697","orange-ATLAS","2024-07-05 05:45:04.032","ATLAS_Bot1","","","2024TNSTR2248....1T","2024TNSCR2386....1D","",""
"156237","SN 2024nwg","00:10:54.916","+03:25:59.99","SN Ia","0.07","","","GOTO, ATLAS, ZTF, Pan-STARRS","GOTO, ATLAS, ZTF, Pan-STARRS","TCD","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO24diy","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","NOT - ALFOSC","1","1","","19.18","L-GOTO","2024-07-05 03:22:10.560","GOTO_bot","","","2024TNSTR2251....1K","2024TNSCR2427....1T","",""
